,행정구역,학원이름,주소,상세주소,위도,경도,분야명
165,동대문구,꿈그림미술교습소,서울특별시 동대문구 정릉천동로 58,롯데캐슬피렌체201호 (용두동),37.5769778,127.0354867,예능(대)
166,동대문구,S.J.Y해법학원,서울특별시 동대문구 한천로17길 21,", 3층,4층 (답십리동)",37.5697419,127.0632727,입시.검정 및 보습
167,동대문구,최강학원,서울특별시 동대문구 장한로34길 28,", 2층 일부 (장안동)",37.5762138,127.0737266,입시.검정 및 보습
168,동대문구,숙명아르떼음악교습소,서울특별시 동대문구 이문로1길 21,", 상가동 2층 203호 (회기동, 청량리신현대아파트)",37.5889719,127.0537317,예능(대)
169,동대문구,유니팝미술학원,서울특별시 동대문구 답십리로69길 7,3층 (장안동),37.5751937,127.0740928,예능(대)
170,동대문구,멘토학원,서울특별시 동대문구 신이문로 37,", 3층 (이문동)",37.6032489,127.0651265,입시.검정 및 보습
171,동대문구,채움수학교습소,서울특별시 동대문구 약령시로 13,", 201호 일부 (제기동, 제기동 다세대주택)",37.5828182,127.0351019,입시.검정 및 보습
172,동대문구,주니아트미술교습소,서울특별시 동대문구 한천로46길 76,2층 (장안동),37.5811042,127.0713708,예능(대)
173,동대문구,월광음악학원,서울특별시 동대문구 신이문로9길 5-2,3층 (이문동),37.6042001,127.0632287,예능(대)
174,동대문구,숙명플러스음악학원,서울특별시 동대문구 장한로32길 27,", 204호?205호?206호?207호 (장안동, 삼성그린아파트)",37.5753189,127.0738272,예능(대)
175,동대문구,애플영어교습소,서울특별시 동대문구 고산자로54길 6,", 2층 (제기동)",37.5887899,127.0397988,입시.검정 및 보습
176,동대문구,오렌지음악교습소,서울특별시 동대문구 고산자로54길 6,", 2층 (제기동)",37.5887899,127.0397988,예능(대)
177,동대문구,뮤직인음악교습소,서울특별시 동대문구 사가정로 190,"전농우성아파트 상가4층5,6호 (전농동)",37.5701008,127.0489781,예능(대)
178,동대문구,김현주음악교습소,서울특별시 동대문구 한천로 300,동일스위트리버상가203호 (휘경동),37.5702311,127.0642937,예능(대)
179,동대문구,아르떼음악학원,서울특별시 동대문구 황물로 42,3층3호 (답십리동),37.5710005,127.0496624,예능(대)
180,동대문구,싸인(Sine)수학교습소,서울특별시 동대문구 약령시로 10-1,", 101호 (제기동, 제기동빌딩)",37.5828182,127.0351019,입시.검정 및 보습
181,동대문구,더플라이학원,서울특별시 동대문구 답십리로72길 18,9층 (장안동),37.5688334,127.0729248,입시.검정 및 보습
182,동대문구,비엘음악학원,서울특별시 동대문구 사가정로25길 58,", 2층?3층 (장안동)",37.5799399,127.0710869,예능(대)
183,동대문구,더피아노교습소,서울특별시 동대문구 무학로 202,라이온스파스텔201호 (제기동),37.571983,127.0305029,예능(대)
184,동대문구,장안드림러닝센터학원,서울특별시 동대문구 장한로18길 54-1,2층 (장안동),37.5672493,127.0717396,입시.검정 및 보습
185,동대문구,양경(良勁)수학교습소,서울특별시 동대문구 천호대로31길 5,2층(일부) (용두동),37.5755633,127.0412744,입시.검정 및 보습
186,동대문구,뮤엠영어동대문학원,서울특별시 동대문구 사가정로20길 9,", 1층 2층 (전농동)",37.577386,127.0664471,입시.검정 및 보습
187,동대문구,차이홍장평초중국어교습소,서울특별시 동대문구 장안벚꽃로 167,", 주상가동 201호, 228호 (장안동, 래미안장안2차아파트)",37.57299485,127.07495916113669,국제화
188,동대문구,동대문창조의아침미술학원,서울특별시 동대문구 한천로 195,", 2,3,4,5,층 (장안동)",37.5702311,127.0642937,예능(대)
189,동대문구,초?중등부관스카이학원,서울특별시 동대문구 망우로 101,", 2층 (휘경동)",37.5881081,127.0542659,입시.검정 및 보습
190,동대문구,세종음악교습소,서울특별시 동대문구 이문로46길 56,", 1층 (이문동)",37.6016922,127.064582,예능(대)
191,동대문구,회기씨엠피실용음악학원,서울특별시 동대문구 망우로 4,4층 (휘경동),37.587868,127.054038,기예(대)
